user_id,event_date,paywall_type,action
u_pja1wj0t,2023-06-03,feature_specific,engaged
u_pac56t4u,2024-02-24,feature_specific,engaged
u_pac56t4u,2024-03-07,feature_specific,dismissed
u_pac56t4u,2024-03-13,feature_specific,dismissed
u_pac56t4u,2024-03-26,feature_specific,dismissed
u_pac56t4u,2024-04-20,generic,dismissed
u_fel6246h,2024-09-21,generic,dismissed
u_fel6246h,2024-09-23,generic,dismissed
u_fel6246h,2024-11-29,generic,dismissed
u_id25owf7,2024-01-15,feature_specific,engaged
u_id25owf7,2024-03-12,generic,dismissed
u_id25owf7,2024-03-22,feature_specific,engaged
u_id25owf7,2024-04-01,generic,dismissed
u_5935a0l7,2023-03-01,feature_specific,converted
u_5935a0l7,2023-03-11,feature_specific,dismissed
u_5935a0l7,2023-03-24,feature_specific,dismissed
u_5935a0l7,2023-05-05,feature_specific,converted
u_5935a0l7,2023-05-23,generic,converted
u_253j2d54,2024-12-12,generic,dismissed
u_253j2d54,2024-12-23,generic,engaged
u_i3qk2iag,2024-08-06,feature_specific,dismissed
u_i3qk2iag,2024-09-06,generic,engaged
u_i3qk2iag,2024-09-07,feature_specific,dismissed
u_l58kxo9t,2023-07-12,feature_specific,dismissed
u_l58kxo9t,2023-07-22,generic,engaged
u_l58kxo9t,2023-09-05,generic,dismissed
u_7e8g8jdp,2023-07-26,feature_specific,converted
u_7e8g8jdp,2023-07-29,feature_specific,dismissed
u_7e8g8jdp,2023-08-15,feature_specific,dismissed
u_0lvsnujz,2024-07-05,generic,engaged
u_0lvsnujz,2024-07-29,generic,dismissed
u_0lvsnujz,2024-08-10,generic,dismissed
u_0lvsnujz,2024-08-14,generic,dismissed
u_a7tz0ync,2023-10-15,feature_specific,engaged
u_a7tz0ync,2023-10-16,feature_specific,dismissed
u_a7tz0ync,2023-11-15,feature_specific,converted
u_a7tz0ync,2023-11-20,feature_specific,dismissed
u_a7tz0ync,2023-12-07,feature_specific,converted
u_xll4zklo,2023-11-23,generic,dismissed
u_okep7y6w,2024-12-05,generic,engaged
u_ktakpuxq,2023-03-27,feature_specific,dismissed
u_ktakpuxq,2023-03-29,feature_specific,converted
u_ktakpuxq,2023-04-02,generic,converted
u_ktakpuxq,2023-05-07,feature_specific,dismissed
u_ktakpuxq,2023-06-01,feature_specific,converted
u_phr62gds,2024-07-27,generic,engaged
u_phr62gds,2024-07-31,generic,engaged
u_phr62gds,2024-08-17,generic,dismissed
u_wm31yiha,2023-11-19,feature_specific,dismissed
u_wm31yiha,2024-01-02,generic,dismissed
u_ir4cowgz,2024-03-23,generic,dismissed
u_ir4cowgz,2024-05-06,insights_specific,engaged
u_rixa11dp,2023-02-28,feature_specific,dismissed
u_rixa11dp,2023-03-02,generic,engaged
u_g8sbi4q2,2024-07-30,generic,engaged
u_y9v86wzs,2023-03-24,generic,dismissed
u_y9v86wzs,2023-04-23,generic,dismissed
u_y9v86wzs,2023-04-26,generic,dismissed
u_y9v86wzs,2023-05-24,generic,engaged
u_3t60rjiw,2023-08-20,feature_specific,engaged
u_3t60rjiw,2023-08-29,feature_specific,engaged
u_3t60rjiw,2023-09-06,feature_specific,dismissed
u_3t60rjiw,2023-09-16,generic,dismissed
u_3t60rjiw,2023-09-28,feature_specific,engaged
u_1swjckjl,2023-06-08,feature_specific,engaged
u_1swjckjl,2023-06-12,feature_specific,dismissed
u_1swjckjl,2023-06-13,feature_specific,dismissed
u_teiyzcot,2023-07-20,insights_specific,dismissed
u_teiyzcot,2023-07-23,feature_specific,engaged
u_teiyzcot,2023-07-27,feature_specific,engaged
u_teiyzcot,2023-08-02,feature_specific,dismissed
u_teiyzcot,2023-08-07,feature_specific,dismissed
u_ohp6vz41,2024-12-15,feature_specific,engaged
u_ohp6vz41,2024-12-27,feature_specific,engaged
u_ohp6vz41,2025-01-07,feature_specific,dismissed
u_nam148p0,2023-03-17,insights_specific,converted
u_nam148p0,2023-03-23,generic,engaged
u_tvhhpbmy,2024-06-09,generic,dismissed
u_tvhhpbmy,2024-07-03,generic,dismissed
u_ofqewaou,2023-09-07,generic,dismissed
u_ofqewaou,2023-10-09,generic,dismissed
u_axeqbnhl,2023-07-06,feature_specific,dismissed
u_axeqbnhl,2023-09-23,feature_specific,engaged
u_axeqbnhl,2023-09-26,feature_specific,dismissed
u_1n13jcat,2023-05-22,feature_specific,engaged
u_1n13jcat,2023-06-15,feature_specific,converted
u_1n13jcat,2023-07-03,generic,dismissed
u_1n13jcat,2023-08-08,feature_specific,converted
u_9mx2x18h,2024-06-14,generic,dismissed
u_9mx2x18h,2024-06-22,generic,engaged
u_9mx2x18h,2024-08-10,generic,engaged
u_afeyuhz1,2023-01-11,feature_specific,converted
u_afeyuhz1,2023-01-23,insights_specific,engaged
u_afeyuhz1,2023-02-23,feature_specific,dismissed
u_afeyuhz1,2023-04-06,generic,dismissed
u_gv0e38da,2023-04-21,generic,engaged
u_gv0e38da,2023-06-10,feature_specific,dismissed
u_ly8ozcyw,2023-08-01,feature_specific,dismissed
u_d14ve92m,2024-04-19,generic,dismissed
u_d14ve92m,2024-05-15,generic,engaged
u_d14ve92m,2024-06-03,generic,engaged
u_pnsm43d8,2024-11-25,generic,engaged
u_w3zp08j3,2023-01-06,feature_specific,converted
u_w3zp08j3,2023-01-27,generic,dismissed
u_trp0j43d,2024-01-15,feature_specific,engaged
u_trp0j43d,2024-01-16,generic,dismissed
u_trp0j43d,2024-01-18,generic,engaged
u_trp0j43d,2024-01-20,feature_specific,engaged
u_trp0j43d,2024-01-22,feature_specific,converted
u_5iqvnb4g,2024-02-02,generic,dismissed
u_5iqvnb4g,2024-03-01,generic,dismissed
u_5iqvnb4g,2024-03-02,generic,engaged
u_5iqvnb4g,2024-03-05,generic,engaged
u_5iqvnb4g,2024-03-08,generic,dismissed
u_h2m5zja8,2024-09-30,generic,dismissed
u_h2m5zja8,2024-10-03,generic,engaged
u_h2m5zja8,2024-11-04,generic,engaged
u_h2m5zja8,2024-11-07,generic,engaged
u_h2m5zja8,2024-11-26,generic,dismissed
u_dzr1yxr2,2024-11-07,generic,dismissed
u_dzr1yxr2,2025-01-01,feature_specific,dismissed
u_dhylurtp,2023-11-02,generic,engaged
u_dhylurtp,2023-12-07,generic,engaged
u_dhylurtp,2023-12-22,generic,engaged
u_dhylurtp,2023-12-23,generic,dismissed
u_0lzjjege,2023-06-11,feature_specific,converted
u_0lzjjege,2023-06-16,insights_specific,engaged
u_0lzjjege,2023-06-19,feature_specific,dismissed
u_t1ghr09s,2023-11-03,feature_specific,engaged
u_t1ghr09s,2023-11-04,feature_specific,dismissed
u_t1ghr09s,2023-11-06,insights_specific,engaged
u_t1ghr09s,2023-11-08,generic,engaged
u_kdgigatj,2023-10-22,feature_specific,dismissed
u_9tze5r5u,2023-05-13,feature_specific,dismissed
u_9tze5r5u,2023-06-09,feature_specific,dismissed
u_9tze5r5u,2023-06-29,generic,dismissed
u_9tze5r5u,2023-07-29,generic,dismissed
u_qpgb7r3o,2024-06-18,generic,dismissed
u_qpgb7r3o,2024-06-24,generic,dismissed
u_qpgb7r3o,2024-07-16,feature_specific,dismissed
u_qpgb7r3o,2024-07-27,generic,engaged
u_cwbfuk9e,2023-10-11,feature_specific,dismissed
u_cwbfuk9e,2023-10-16,feature_specific,converted
u_cwbfuk9e,2023-10-28,feature_specific,engaged
u_cwbfuk9e,2024-01-02,feature_specific,engaged
u_cwbfuk9e,2024-01-04,feature_specific,engaged
u_1v2isqp4,2024-01-05,insights_specific,engaged
u_9kwv08hh,2024-06-17,feature_specific,dismissed
u_9kwv08hh,2024-06-21,feature_specific,engaged
u_9kwv08hh,2024-06-25,generic,dismissed
u_9kwv08hh,2024-06-29,feature_specific,engaged
u_xfgcaqvk,2024-11-03,generic,engaged
u_xfgcaqvk,2024-11-05,feature_specific,dismissed
u_xfgcaqvk,2024-12-15,generic,dismissed
u_izzqy72w,2023-05-17,insights_specific,dismissed
u_izzqy72w,2023-06-16,generic,engaged
u_izzqy72w,2023-06-18,generic,dismissed
u_izzqy72w,2023-07-08,generic,engaged
u_x7ptx63c,2024-02-08,feature_specific,engaged
u_x7ptx63c,2024-02-10,generic,engaged
u_x7ptx63c,2024-02-12,generic,dismissed
u_x7ptx63c,2024-03-19,insights_specific,dismissed
u_fl0ukeyz,2024-02-07,feature_specific,dismissed
u_7srcbplj,2023-11-08,insights_specific,converted
u_7srcbplj,2024-01-02,generic,dismissed
u_d84u89yj,2024-04-20,feature_specific,dismissed
u_d84u89yj,2024-04-22,insights_specific,engaged
u_b1qx6gvw,2024-09-05,generic,engaged
u_b1qx6gvw,2024-10-04,generic,converted
u_b1qx6gvw,2024-10-31,generic,engaged
u_b1qx6gvw,2024-11-13,generic,dismissed
u_rdmly4ly,2024-08-19,generic,dismissed
u_rdmly4ly,2024-08-24,generic,engaged
u_rdmly4ly,2024-11-10,feature_specific,engaged
u_k83tqll8,2023-08-28,generic,dismissed
u_k83tqll8,2023-10-24,generic,dismissed
u_os9xtogn,2023-01-05,generic,dismissed
u_os9xtogn,2023-01-20,generic,engaged
u_os9xtogn,2023-02-20,generic,dismissed
u_os9xtogn,2023-02-23,generic,dismissed
u_os9xtogn,2023-03-10,feature_specific,converted
u_1w1ht7pz,2023-05-30,feature_specific,dismissed
u_1w1ht7pz,2023-07-15,feature_specific,dismissed
u_e9vifttd,2023-09-18,generic,dismissed
u_e9vifttd,2023-10-04,generic,converted
u_e9vifttd,2023-11-09,generic,dismissed
u_96qe3rzs,2023-06-23,generic,engaged
u_96qe3rzs,2023-06-28,generic,dismissed
u_96qe3rzs,2023-07-05,insights_specific,dismissed
u_j49itn7s,2023-05-25,generic,dismissed
u_j49itn7s,2023-06-18,feature_specific,engaged
u_j49itn7s,2023-08-08,feature_specific,dismissed
u_55j2o7s3,2023-03-30,generic,dismissed
u_kkv9rftm,2024-05-04,generic,dismissed
u_kkv9rftm,2024-07-04,generic,engaged
u_kkv9rftm,2024-07-09,feature_specific,converted
u_kkv9rftm,2024-07-10,feature_specific,dismissed
u_ttqlgzui,2024-11-10,generic,engaged
u_ttqlgzui,2024-11-21,generic,dismissed
u_1b0z3nx3,2023-10-04,feature_specific,dismissed
u_1b0z3nx3,2023-10-15,feature_specific,dismissed
u_1b0z3nx3,2023-12-13,feature_specific,dismissed
u_9rbsv55p,2024-05-27,generic,engaged
u_sq0oxfq8,2024-04-20,generic,engaged
u_sq0oxfq8,2024-05-27,generic,dismissed
u_myx444nl,2023-04-08,insights_specific,dismissed
u_myx444nl,2023-04-21,feature_specific,converted
u_myx444nl,2023-05-12,generic,dismissed
u_myx444nl,2023-06-03,feature_specific,dismissed
u_myx444nl,2023-06-08,feature_specific,dismissed
u_z15bcw79,2023-12-12,generic,engaged
u_0pdw5py6,2024-07-25,feature_specific,dismissed
u_0pdw5py6,2024-08-27,generic,dismissed
u_0pdw5py6,2024-09-08,generic,dismissed
u_0pdw5py6,2024-10-01,feature_specific,dismissed
u_b2knftu2,2023-11-20,insights_specific,dismissed
u_b2knftu2,2023-12-25,feature_specific,engaged
u_b2knftu2,2023-12-28,generic,dismissed
u_b2knftu2,2024-01-25,feature_specific,dismissed
u_gc5wi6fq,2023-12-27,feature_specific,engaged
u_gc5wi6fq,2024-02-21,feature_specific,engaged
u_gc5wi6fq,2024-03-06,feature_specific,converted
u_gc5wi6fq,2024-03-07,feature_specific,dismissed
u_jja26yfp,2023-10-06,feature_specific,converted
u_mvxpj4hn,2023-10-08,feature_specific,dismissed
u_riuu9k9x,2024-08-26,generic,dismissed
u_riuu9k9x,2024-09-12,generic,engaged
u_riuu9k9x,2024-09-28,feature_specific,engaged
u_riuu9k9x,2024-11-09,generic,dismissed
u_juy0bvr6,2023-04-20,insights_specific,engaged
u_juy0bvr6,2023-05-15,generic,engaged
u_juy0bvr6,2023-05-22,generic,dismissed
u_juy0bvr6,2023-06-22,generic,dismissed
u_juy0bvr6,2023-07-01,feature_specific,dismissed
u_k2vmwwyz,2024-08-16,generic,engaged
u_k2vmwwyz,2024-09-29,generic,dismissed
u_x4w6xlpu,2024-11-14,insights_specific,dismissed
u_x4w6xlpu,2024-12-23,generic,dismissed
u_0dk0get8,2023-12-23,feature_specific,dismissed
u_0dk0get8,2023-12-24,generic,dismissed
u_me8f8409,2024-07-11,generic,engaged
u_me8f8409,2024-07-14,insights_specific,engaged
u_me8f8409,2024-08-16,insights_specific,dismissed
u_me8f8409,2024-09-14,feature_specific,engaged
u_82n2atqy,2023-05-01,insights_specific,engaged
u_82n2atqy,2023-05-22,generic,engaged
u_yv37dia5,2023-08-03,generic,dismissed
u_yv37dia5,2023-08-04,generic,engaged
u_yv37dia5,2023-09-07,generic,engaged
u_yv37dia5,2023-09-09,generic,dismissed
u_yv37dia5,2023-09-17,generic,engaged
u_u6hc36ko,2023-11-05,feature_specific,dismissed
u_u6hc36ko,2023-11-07,generic,engaged
u_u6hc36ko,2023-11-18,feature_specific,dismissed
u_u6hc36ko,2023-11-19,insights_specific,dismissed
u_f8krd5eq,2023-01-31,feature_specific,engaged
u_f8krd5eq,2023-04-08,feature_specific,dismissed
u_y08p0fod,2024-09-28,feature_specific,dismissed
u_y08p0fod,2024-10-01,feature_specific,engaged
u_ro8bnp84,2024-07-13,insights_specific,dismissed
u_ro8bnp84,2024-10-08,feature_specific,dismissed
u_dyt9moge,2023-08-04,generic,dismissed
u_4qxxva2i,2024-03-14,feature_specific,dismissed
u_4qxxva2i,2024-04-21,generic,converted
u_euc1hh5l,2023-03-04,generic,engaged
u_f6a4fejg,2024-09-09,feature_specific,dismissed
u_f6a4fejg,2024-09-13,feature_specific,dismissed
u_f6a4fejg,2024-09-14,feature_specific,dismissed
u_f6a4fejg,2024-10-11,feature_specific,engaged
u_f6a4fejg,2024-11-09,generic,dismissed
u_xaa2ilgb,2023-11-07,generic,dismissed
u_xaa2ilgb,2023-12-07,generic,engaged
u_0s0r2sds,2024-08-13,generic,dismissed
u_0s0r2sds,2024-10-05,generic,engaged
u_0s0r2sds,2024-10-16,generic,dismissed
u_0s0r2sds,2024-10-18,generic,dismissed
u_8b25sq8c,2023-10-17,feature_specific,dismissed
u_8b25sq8c,2023-10-28,feature_specific,converted
u_8b25sq8c,2023-11-22,generic,engaged
u_royr6ccv,2024-05-28,feature_specific,converted
u_royr6ccv,2024-06-05,feature_specific,dismissed
u_royr6ccv,2024-06-15,feature_specific,dismissed
u_royr6ccv,2024-07-11,feature_specific,dismissed
u_cjwtl9tq,2023-07-21,feature_specific,dismissed
u_vdz4x1zh,2024-10-13,feature_specific,dismissed
u_vdz4x1zh,2024-10-27,feature_specific,dismissed
u_qimqodpx,2023-09-12,feature_specific,converted
u_nf7c3dd0,2023-12-17,generic,dismissed
u_nf7c3dd0,2023-12-20,generic,converted
u_nf7c3dd0,2024-01-26,generic,dismissed
u_nf7c3dd0,2024-01-31,generic,dismissed
u_nf7c3dd0,2024-02-11,generic,converted
u_3uvulemx,2023-03-18,generic,engaged
u_3uvulemx,2023-03-23,generic,dismissed
u_3uvulemx,2023-03-28,feature_specific,engaged
u_3uvulemx,2023-04-26,generic,dismissed
u_15z8vmuh,2024-02-18,generic,dismissed
u_15z8vmuh,2024-03-05,feature_specific,dismissed
u_15z8vmuh,2024-03-10,feature_specific,dismissed
u_15z8vmuh,2024-03-23,feature_specific,dismissed
u_xid4n1u3,2024-01-09,generic,dismissed
u_xid4n1u3,2024-01-30,generic,engaged
u_xid4n1u3,2024-02-04,generic,dismissed
u_493wxa73,2024-03-01,generic,dismissed
u_493wxa73,2024-03-23,generic,dismissed
u_493wxa73,2024-04-27,generic,dismissed
u_493wxa73,2024-05-20,feature_specific,dismissed
u_jgzlma5u,2024-10-13,generic,engaged
u_jgzlma5u,2024-10-18,feature_specific,dismissed
u_ofwb0hpm,2024-10-29,generic,dismissed
u_ofwb0hpm,2024-10-31,generic,dismissed
u_ofwb0hpm,2024-11-13,feature_specific,dismissed
u_ofwb0hpm,2024-11-14,generic,dismissed
u_ofwb0hpm,2024-11-22,generic,engaged
u_nz1udbfw,2024-01-30,feature_specific,dismissed
u_nz1udbfw,2024-02-17,feature_specific,engaged
u_yjxrpj1e,2023-12-08,feature_specific,converted
u_yjxrpj1e,2023-12-20,feature_specific,converted
u_yjxrpj1e,2024-01-10,feature_specific,dismissed
u_yjxrpj1e,2024-01-14,feature_specific,dismissed
u_pkyrybov,2023-10-31,generic,dismissed
u_pkyrybov,2023-12-17,generic,engaged
u_pkyrybov,2023-12-30,feature_specific,dismissed
u_pkyrybov,2024-01-02,feature_specific,dismissed
u_akhejla0,2023-11-21,generic,dismissed
u_akhejla0,2023-12-06,insights_specific,engaged
u_akhejla0,2024-01-10,insights_specific,dismissed
u_akhejla0,2024-01-23,insights_specific,engaged
u_gnzs43c5,2024-07-11,generic,engaged
u_gnzs43c5,2024-09-07,generic,dismissed
u_gnzs43c5,2024-09-30,feature_specific,dismissed
u_gnzs43c5,2024-10-05,generic,dismissed
u_ba75uuzp,2023-02-04,feature_specific,engaged
u_ba75uuzp,2023-02-10,generic,engaged
u_ba75uuzp,2023-02-11,feature_specific,converted
u_ba75uuzp,2023-02-13,generic,dismissed
u_eal2w37d,2023-05-14,feature_specific,converted
u_eal2w37d,2023-06-21,feature_specific,converted
u_4ivsolml,2023-02-01,generic,dismissed
u_gses6m03,2024-07-26,feature_specific,converted
u_gses6m03,2024-08-22,feature_specific,dismissed
u_gses6m03,2024-09-02,feature_specific,dismissed
u_gses6m03,2024-10-14,feature_specific,dismissed
u_gses6m03,2024-10-20,feature_specific,dismissed
u_3ifhv1xg,2023-03-01,feature_specific,converted
u_3ifhv1xg,2023-03-16,generic,dismissed
u_3ifhv1xg,2023-03-17,feature_specific,converted
u_3ifhv1xg,2023-03-20,generic,dismissed
u_1r11q7uw,2023-02-07,feature_specific,converted
u_1r11q7uw,2023-03-15,generic,dismissed
u_w5wfcpkj,2023-07-16,generic,dismissed
u_w5wfcpkj,2023-08-18,generic,engaged
u_w5wfcpkj,2023-09-04,generic,dismissed
u_cslqc3c5,2024-04-29,feature_specific,engaged
u_cslqc3c5,2024-05-07,feature_specific,engaged
u_cslqc3c5,2024-06-19,feature_specific,converted
u_4wsqt26q,2024-07-08,generic,dismissed
u_4wsqt26q,2024-08-08,generic,engaged
u_3xlrfcd6,2024-10-06,generic,dismissed
u_3xlrfcd6,2024-10-22,feature_specific,dismissed
u_mzsgipps,2024-08-20,feature_specific,engaged
u_mzsgipps,2024-09-07,feature_specific,engaged
u_fnkomv2x,2023-05-03,generic,dismissed
u_cdyk0x65,2023-01-13,feature_specific,dismissed
u_cdyk0x65,2023-01-30,feature_specific,dismissed
u_cdyk0x65,2023-03-17,feature_specific,converted
u_mufm8zov,2024-03-14,feature_specific,dismissed
u_mufm8zov,2024-03-15,generic,engaged
u_mufm8zov,2024-03-19,feature_specific,dismissed
u_mufm8zov,2024-05-10,feature_specific,engaged
u_7ln23y30,2024-09-10,generic,dismissed
u_7ln23y30,2024-09-17,generic,engaged
u_7ln23y30,2024-09-25,generic,dismissed
u_7ln23y30,2024-10-08,generic,engaged
u_7ln23y30,2024-10-19,generic,dismissed
u_ysxpnngh,2023-09-05,generic,engaged
u_ysxpnngh,2023-09-08,generic,engaged
u_ysxpnngh,2023-09-15,generic,dismissed
u_ysxpnngh,2023-10-09,generic,dismissed
u_ysxpnngh,2023-11-08,generic,dismissed
u_8riec4d1,2023-08-22,feature_specific,dismissed
u_8riec4d1,2023-09-14,feature_specific,converted
u_8riec4d1,2023-09-21,generic,engaged
u_45bm1enf,2024-09-14,feature_specific,dismissed
u_313fpoyi,2023-12-13,feature_specific,dismissed
u_313fpoyi,2023-12-17,feature_specific,dismissed
u_313fpoyi,2023-12-31,generic,converted
u_313fpoyi,2024-01-10,feature_specific,engaged
u_313fpoyi,2024-01-27,feature_specific,engaged
u_pk0qtl3q,2024-10-25,feature_specific,converted
u_pk0qtl3q,2024-11-20,feature_specific,converted
u_pk0qtl3q,2024-12-21,feature_specific,engaged
u_pk0qtl3q,2024-12-30,feature_specific,engaged
u_4n89qkns,2023-10-29,feature_specific,engaged
u_4n89qkns,2023-11-25,generic,dismissed
u_832ejx5t,2023-06-15,generic,dismissed
u_832ejx5t,2023-06-17,insights_specific,dismissed
u_832ejx5t,2023-06-25,generic,dismissed
u_d44k1j6f,2023-03-14,generic,engaged
u_d44k1j6f,2023-05-17,generic,dismissed
u_d44k1j6f,2023-05-27,generic,engaged
u_p8hqmabs,2024-07-08,feature_specific,dismissed
u_p8hqmabs,2024-09-01,generic,engaged
u_p8hqmabs,2024-09-08,feature_specific,converted
u_p8hqmabs,2024-09-24,feature_specific,converted
u_i9nb74x2,2023-06-21,generic,engaged
u_i9nb74x2,2023-06-22,generic,engaged
u_ek3zezqa,2024-10-15,feature_specific,engaged
u_ek3zezqa,2024-12-20,feature_specific,dismissed
u_cj4t0sek,2023-10-07,generic,engaged
u_cj4t0sek,2023-10-24,generic,engaged
u_cj4t0sek,2023-10-27,generic,dismissed
u_cj4t0sek,2023-12-18,insights_specific,dismissed
u_cj4t0sek,2023-12-24,insights_specific,dismissed
u_kbp2qd6v,2024-10-30,feature_specific,dismissed
u_kbp2qd6v,2024-11-28,generic,dismissed
u_kbp2qd6v,2024-12-02,feature_specific,dismissed
u_kbp2qd6v,2024-12-23,feature_specific,engaged
u_asifpwio,2024-03-27,generic,engaged
u_xd9css9t,2024-05-02,generic,dismissed
u_xd9css9t,2024-06-04,generic,engaged
u_xd9css9t,2024-06-05,insights_specific,dismissed
u_xd9css9t,2024-06-18,generic,engaged
u_oqw9ja2m,2023-12-15,generic,engaged
u_0w10lbt3,2023-03-17,generic,dismissed
u_0w10lbt3,2023-03-22,feature_specific,engaged
u_g2qzw3c1,2024-05-18,feature_specific,engaged
u_g2qzw3c1,2024-05-21,feature_specific,engaged
u_g2qzw3c1,2024-05-26,feature_specific,dismissed
u_g2qzw3c1,2024-05-28,feature_specific,engaged
u_qkbhb7s9,2024-10-11,generic,dismissed
u_qkbhb7s9,2024-12-29,feature_specific,dismissed
u_qkbhb7s9,2024-12-30,feature_specific,engaged
u_tj1gm25l,2024-08-31,generic,engaged
u_en606n9r,2024-07-15,feature_specific,dismissed
u_en606n9r,2024-08-04,generic,engaged
u_en606n9r,2024-08-22,generic,dismissed
